ngram,random_color
jb 0xc683,"rgb(103,161,211)"
jb 0xc6e5,"rgb(119,116,98)"
jb 0xc6db,"rgb(61,240,6)"
jb 0xc743,"rgb(52,36,240)"
jb 0xc739,"rgb(118,185,57)"
jbe 0xc739,"rgb(88,131,60)"
esp 0x214,"rgb(198,119,99)"
+ 0x210],"rgb(0,74,21)"
0x210] eax,"rgb(29,187,228)"
xor bl,"rgb(36,103,245)"
8] bl,"rgb(1,135,29)"
je 0xc828,"rgb(39,186,92)"
push 0x104,"rgb(143,29,251)"
jne 0xc828,"rgb(214,248,220)"
call 0xc3d0,"rgb(34,228,219)"
movzx ecx,"rgb(169,94,59)"
ecx bl,"rgb(6,121,177)"
+ 0x21c],"rgb(126,114,169)"
al bl,"rgb(42,116,235)"
push 0x412e43,"rgb(240,32,82)"
je 0xc89d,"rgb(25,30,89)"
je 0xca5d,"rgb(148,60,231)"
push 0x94,"rgb(182,211,127)"
0x40] cx,"rgb(52,32,59)"
0x80] eax,"rgb(182,74,68)"
0x88] al,"rgb(238,174,207)"
+ 0x8c],"rgb(170,90,138)"
ecx [edx,"rgb(0,55,61)"
mov ax,"rgb(71,152,192)"
ax word,"rgb(16,134,31)"
jne 0xc981,"rgb(5,56,45)"
call 0x4800,"rgb(74,234,8)"
jl 0xc9d9,"rgb(162,244,127)"
push 0x414874,"rgb(95,79,160)"
ptr [0x41404c],"rgb(118,28,133)"
je 0xc9d9,"rgb(137,29,18)"
push 0x414890,"rgb(229,44,88)"
push 0x4148ac,"rgb(222,204,156)"
je 0xca43,"rgb(47,105,226)"
call 0x18b0,"rgb(46,97,230)"
ptr [0x41409c],"rgb(61,103,202)"
esi 0x7d0,"rgb(207,57,218)"
jb 0xc9e5,"rgb(166,73,233)"
je 0xca25,"rgb(212,1,192)"
call 0x16e0,"rgb(62,249,182)"
al 1,"rgb(97,170,138)"
xor al,"rgb(160,231,151)"
esp 0xfffffff0,"rgb(5,226,115)"
esp 0x188,"rgb(170,192,66)"
+ 0x184],"rgb(102,248,125)"
0x184] eax,"rgb(237,201,253)"
+ 0xd8],"rgb(85,120,181)"
+ 0xe8],"rgb(89,230,153)"
0xe8] 0,"rgb(173,30,250)"
0xd8] 0,"rgb(11,14,216)"
0xe8] xmm0,"rgb(35,39,137)"
+ 0xe0],"rgb(119,176,193)"
0xe0] 0x4144e8,"rgb(250,12,151)"
+ 0xe4],"rgb(180,6,52)"
0xe4] 0,"rgb(71,173,200)"
call 0x1074d,"rgb(173,99,235)"
0xe4] 0x4144e8,"rgb(133,243,47)"
+ 0xec],"rgb(168,11,221)"
0xec] eax,"rgb(148,87,21)"
ptr [0x4140a0],"rgb(20,229,165)"
+ 0xa4],"rgb(86,2,27)"
movaps xmmword,"rgb(58,192,162)"
+ 0xac],"rgb(249,100,208)"
0xac] xmm0,"rgb(82,27,104)"
+ 0xbc],"rgb(255,110,243)"
0xbc] xmm0,"rgb(136,204,39)"
+ 0x114],"rgb(43,225,171)"
push 0x41493c,"rgb(226,55,162)"
+ 0x11c],"rgb(25,61,36)"
0x11c] xmm0,"rgb(40,117,2)"
+ 0x12c],"rgb(24,145,35)"
0x12c] xmm0,"rgb(189,211,24)"
+ 0xf4],"rgb(228,63,250)"
push 0x414924,"rgb(136,229,14)"
+ 0xfc],"rgb(132,200,255)"
0xfc] xmm0,"rgb(239,113,243)"
+ 0x10c],"rgb(19,94,130)"
0x10c] xmm0,"rgb(91,49,154)"
+ 0xa8],"rgb(35,31,32)"
je 0xd15e,"rgb(174,28,227)"
push 0x414930,"rgb(208,7,79)"
je 0xcc12,"rgb(31,187,28)"
je 0xcc3e,"rgb(243,99,144)"
je 0xcdb6,"rgb(7,38,58)"
0x58] esi,"rgb(151,45,244)"
+ 0x5c],"rgb(23,186,101)"
0x5c] esi,"rgb(153,123,35)"
+ 0x60],"rgb(147,97,80)"
0x60] esi,"rgb(194,198,186)"
0x6c] esi,"rgb(84,68,17)"
+ 0x74],"rgb(85,230,255)"
0x74] esi,"rgb(142,66,18)"
+ 0x78],"rgb(115,121,181)"
call 0xff71,"rgb(143,74,117)"
je 0xccb1,"rgb(231,66,70)"
je 0xccd9,"rgb(6,144,20)"
je 0xcd5e,"rgb(158,142,175)"
[esi] 0x414e6c,"rgb(41,185,188)"
call 0xc850,"rgb(225,83,66)"
jne 0xcd5e,"rgb(50,128,231)"
je 0xcd4d,"rgb(133,132,56)"
je 0xcd8a,"rgb(213,144,1)"
+ 0xf0],"rgb(97,200,96)"
+ 0xc0],"rgb(96,64,240)"
0xc0] 0,"rgb(28,115,217)"
+ 0xcc],"rgb(62,180,95)"
0xcc] 0,"rgb(163,42,115)"
+ 0xd4],"rgb(104,202,20)"
0xd4] 0,"rgb(51,217,218)"
+ 0xdc],"rgb(44,37,88)"
0xdc] 0,"rgb(215,85,222)"
0xe0] 0,"rgb(134,200,48)"
+ 0xc4],"rgb(250,33,254)"
je 0xce6b,"rgb(236,253,223)"
je 0xce97,"rgb(166,101,195)"
+ 0xa0],"rgb(219,217,130)"
0x8c] 0,"rgb(54,25,87)"
+ 0x94],"rgb(116,193,219)"
+ 0x98],"rgb(197,60,17)"
0x98] 0,"rgb(173,143,87)"
+ 0x9c],"rgb(196,250,202)"
0x9c] 0,"rgb(80,148,164)"
0xa0] 0,"rgb(235,76,34)"
0xa4] 0,"rgb(217,180,71)"
push 0x54,"rgb(156,239,231)"
+ 0x134],"rgb(126,234,8)"
+ 0x140],"rgb(18,97,152)"
call 0xd3d0,"rgb(141,84,120)"
+ 0x130],"rgb(211,250,61)"
call 0x5f70,"rgb(180,142,84)"
call 0xdc50,"rgb(117,196,35)"
je 0xd006,"rgb(146,173,155)"
je 0xd032,"rgb(123,192,217)"
je 0xd067,"rgb(0,81,233)"
0x90] 0,"rgb(3,81,245)"
je 0xd09c,"rgb(217,228,74)"
je 0xd0c8,"rgb(91,97,108)"
je 0xd0f4,"rgb(196,190,115)"
+ 0xd0],"rgb(74,167,40)"
0xd0] 0,"rgb(127,166,144)"
je 0xd129,"rgb(48,172,5)"
+ 0xc8],"rgb(117,162,224)"
0xc8] 0,"rgb(101,93,228)"
+ 0x100],"rgb(131,140,63)"
0x100] 0,"rgb(182,252,199)"
je 0xd193,"rgb(7,121,114)"
+ 0x104],"rgb(3,151,167)"
+ 0xf8],"rgb(238,119,36)"
0xf8] 0,"rgb(108,82,221)"
je 0xd1c8,"rgb(68,86,50)"
+ 0x120],"rgb(104,149,192)"
je 0xd1fd,"rgb(95,97,157)"
+ 0x124],"rgb(69,208,33)"
+ 0x118],"rgb(158,87,0)"
je 0xd232,"rgb(218,31,65)"
+ 0xb0],"rgb(49,139,236)"
0xb0] 0,"rgb(122,24,84)"
je 0xd267,"rgb(145,174,118)"
+ 0xb4],"rgb(206,255,120)"
0xa8] 0,"rgb(25,90,253)"
je 0xd29c,"rgb(28,120,75)"
+ 0x18c],"rgb(236,225,47)"
jmp 0x50a0,"rgb(153,119,76)"
ecx 0x44,"rgb(142,122,15)"
jmp 0xfc58,"rgb(117,7,188)"
push 0x412e60,"rgb(98,164,168)"
ecx -0x2c,"rgb(195,239,72)"
call 0x5dc0,"rgb(119,36,103)"
eax 0x40d328,"rgb(71,123,121)"
je 0xd37f,"rgb(138,22,60)"
je 0xd3a8,"rgb(63,75,176)"
je 0xd3c8,"rgb(47,190,255)"
push 0x60,"rgb(50,77,138)"
push 0x412ecd,"rgb(70,193,224)"
push 0x4149a8,"rgb(249,140,102)"
[eax] 0x414988,"rgb(215,133,95)"
ecx 0x20,"rgb(21,92,132)"
je 0xd488,"rgb(23,239,222)"
je 0xd4b1,"rgb(179,163,237)"
[ebx] 0x414e74,"rgb(149,50,159)"
call 0x10c32,"rgb(124,229,102)"
0x50] edi,"rgb(169,70,248)"
je 0xd5ec,"rgb(111,15,181)"
jne 0xd632,"rgb(75,27,189)"
call 0xedc0,"rgb(249,35,166)"
je 0xd610,"rgb(65,103,4)"
push 0x412f5d,"rgb(65,45,26)"
esp 0x4c,"rgb(171,77,213)"
[edi] 0x414a54,"rgb(187,95,3)"
[eax] 0x4144e8,"rgb(34,69,183)"
je 0xd78e,"rgb(101,165,59)"
je 0xd7b7,"rgb(204,106,176)"
[edi] 0x414e80,"rgb(96,2,10)"
0x54] esi,"rgb(124,212,223)"
[edi] 0x414ebc,"rgb(85,71,161)"
0x2c] 0x414e9c,"rgb(251,237,110)"
call 0xecd0,"rgb(122,138,16)"
call 0xd8b0,"rgb(215,166,223)"
je 0xd865,"rgb(191,244,180)"
je 0xd88e,"rgb(214,173,131)"
push 0x412fad,"rgb(119,74,51)"
ebx 4,"rgb(102,9,0)"
0x1c] ebx,"rgb(24,9,196)"
esi 0x44,"rgb(125,155,157)"
call 0xee70,"rgb(216,209,31)"
jne 0xd9a0,"rgb(231,111,58)"
jne 0xd97f,"rgb(161,68,170)"
je 0xd973,"rgb(152,77,112)"
jne 0xd99b,"rgb(93,98,122)"
je 0xd990,"rgb(190,101,214)"
jmp 0xd9a8,"rgb(77,115,186)"
je 0xda7a,"rgb(117,212,238)"
je 0xd9e0,"rgb(173,162,73)"
ptr [0x41407c],"rgb(211,212,147)"
jne 0xda30,"rgb(89,251,202)"
call 0xe690,"rgb(59,85,156)"
je 0xda30,"rgb(191,229,43)"
je 0xda56,"rgb(247,217,202)"
jne 0xda52,"rgb(44,244,232)"
je 0xda42,"rgb(37,199,52)"
jmp 0xda6c,"rgb(16,249,133)"
jne 0xda6c,"rgb(199,1,40)"
je 0xda60,"rgb(255,13,18)"
jne 0xd9c0,"rgb(40,185,141)"
jne 0xdaa9,"rgb(233,167,187)"
je 0xda83,"rgb(128,17,254)"
push 0x412fed,"rgb(218,119,150)"
0x1c] 1,"rgb(223,92,239)"
jbe 0xdba9,"rgb(45,215,25)"
je 0xdb89,"rgb(240,143,41)"
call 0xe8b0,"rgb(115,70,91)"
ja 0xdb40,"rgb(79,37,125)"
je 0xdc19,"rgb(237,172,109)"
push 0x413010,"rgb(64,143,208)"
call 0xdae0,"rgb(179,234,214)"
jne 0xdcb4,"rgb(36,211,245)"
je 0xdc92,"rgb(232,49,249)"
push 0x413123,"rgb(97,74,218)"
esp 0xdc,"rgb(122,91,212)"
- 0xa8],"rgb(94,13,206)"
0xa8] ecx,"rgb(65,183,202)"
- 0xb4],"rgb(141,54,16)"
0xb4] eax,"rgb(74,150,167)"
0x84] xmm0,"rgb(180,131,85)"
0xa4] xmm0,"rgb(140,114,155)"
0x94] xmm0,"rgb(91,124,96)"
0x80] 1,"rgb(59,205,25)"
call 0x2c10,"rgb(141,16,237)"
je 0xddec,"rgb(82,211,183)"
je 0xde15,"rgb(93,132,0)"
0x7c] xmm0,"rgb(138,33,189)"
je 0xe5fa,"rgb(220,26,81)"
0x40] 1,"rgb(4,129,33)"
je 0xdf56,"rgb(107,121,151)"
- 0xb0],"rgb(52,145,20)"
0xb0] esi,"rgb(8,164,235)"
0xac] esi,"rgb(130,222,119)"
0x48] 8,"rgb(141,125,230)"
jmp 0xdf63,"rgb(221,0,145)"
push 0x414ed4,"rgb(19,216,167)"
je 0xdfd5,"rgb(16,3,100)"
je 0xdffe,"rgb(36,51,141)"
0x3c] 0x80,"rgb(20,128,68)"
eax 0x30,"rgb(45,3,43)"
jne 0xe1fd,"rgb(226,88,95)"
0xb0] eax,"rgb(80,9,195)"
0xac] eax,"rgb(172,123,63)"
je 0xe168,"rgb(28,208,244)"
je 0xe1a3,"rgb(137,128,120)"
je 0xe1cc,"rgb(188,118,2)"
eax 0x34,"rgb(34,9,232)"
jne 0xe4a2,"rgb(60,108,108)"
je 0xe4a2,"rgb(70,247,2)"
je 0xe27d,"rgb(173,8,230)"
call 0x2960,"rgb(229,229,134)"
je 0xe2ff,"rgb(3,245,144)"
- 0xcc],"rgb(150,248,185)"
call 0x2a70,"rgb(201,108,217)"
- 0xbc],"rgb(203,251,39)"
0xbc] 0,"rgb(197,95,37)"
je 0xe395,"rgb(33,166,18)"
0xc4] 0,"rgb(133,45,50)"
je 0xe3c7,"rgb(72,155,255)"
edi 0x10000000,"rgb(160,27,163)"
jae 0xe601,"rgb(20,55,64)"
je 0xe430,"rgb(82,167,138)"
je 0xe450,"rgb(215,185,22)"
0xc] edi,"rgb(106,243,1)"
je 0xe479,"rgb(22,71,46)"
call 0x3b80,"rgb(12,132,98)"
je 0xe4f1,"rgb(224,9,48)"
je 0xe51a,"rgb(88,88,235)"
je 0xe543,"rgb(61,212,211)"
je 0xe56c,"rgb(78,215,101)"
je 0xe5a9,"rgb(103,148,52)"
je 0xe5db,"rgb(41,177,174)"
push 0x414f00,"rgb(137,31,5)"
jmp 0xe606,"rgb(141,47,38)"
push 0x414ee8,"rgb(90,177,218)"
- 0xe8],"rgb(148,160,158)"
call 0x4e60,"rgb(17,14,150)"
je 0xe664,"rgb(31,196,128)"
je 0xe68d,"rgb(41,86,187)"
jne 0xe6f4,"rgb(215,239,20)"
jae 0xe6d3,"rgb(14,181,169)"
jmp 0xe6e2,"rgb(209,144,106)"
je 0xe6de,"rgb(235,189,102)"
je 0xe6c7,"rgb(150,115,8)"
jne 0xe6fc,"rgb(59,69,149)"
jne 0xe71b,"rgb(131,12,150)"
jae 0xe70f,"rgb(91,109,136)"
jmp 0xe712,"rgb(150,96,119)"
je 0xe704,"rgb(225,200,205)"
je 0xe779,"rgb(194,254,33)"
je 0xe754,"rgb(175,208,218)"
jne 0xe750,"rgb(98,111,159)"
je 0xe740,"rgb(222,88,167)"
jmp 0xe76c,"rgb(198,16,64)"
jne 0xe76c,"rgb(24,86,105)"
je 0xe760,"rgb(58,20,3)"
jne 0xe728,"rgb(209,25,198)"
jne 0xe7dd,"rgb(57,41,248)"
je 0xe7dd,"rgb(16,251,213)"
jne 0xe7b5,"rgb(53,252,15)"
je 0xe792,"rgb(154,96,65)"
[ebx] ebx,"rgb(120,50,184)"
je 0xe892,"rgb(22,23,171)"
je 0xe832,"rgb(183,113,6)"
jne 0xe810,"rgb(20,115,48)"
je 0xe800,"rgb(2,151,19)"
jne 0xe860,"rgb(166,231,2)"
je 0xe820,"rgb(250,165,166)"
jmp 0xe860,"rgb(180,11,124)"
jne 0xe84c,"rgb(194,138,13)"
je 0xe840,"rgb(193,227,29)"
je 0xe856,"rgb(235,180,241)"
jne 0xe7e8,"rgb(193,11,241)"
je 0xe8f5,"rgb(8,60,244)"
jne 0xe90f,"rgb(230,33,134)"
je 0xe8e0,"rgb(208,0,120)"
jmp 0xe90f,"rgb(138,5,208)"
jne 0xe90c,"rgb(200,200,139)"
je 0xe900,"rgb(254,231,198)"
jne 0xe931,"rgb(182,217,76)"
je 0xe926,"rgb(82,190,81)"
jmp 0xe931,"rgb(243,12,40)"
jne 0xe9cf,"rgb(165,239,28)"
jne 0xe940,"rgb(38,153,196)"
jne 0xe94c,"rgb(25,12,46)"
jmp 0xe957,"rgb(231,88,245)"
jne 0xe954,"rgb(249,246,19)"
[ecx] esi,"rgb(133,249,179)"
[ebx] edx,"rgb(213,15,66)"
jne 0xe982,"rgb(150,59,196)"
je 0xe967,"rgb(164,30,209)"
jmp 0xe980,"rgb(227,247,195)"
jne 0xe97d,"rgb(226,34,109)"
je 0xe971,"rgb(195,20,161)"
jne 0xe9c4,"rgb(17,248,148)"
je 0xe9a8,"rgb(126,146,214)"
mov bl,"rgb(223,204,141)"
bl byte,"rgb(58,107,16)"
jmp 0xea2e,"rgb(177,107,157)"
jne 0xe9be,"rgb(8,102,83)"
je 0xe9b3,"rgb(166,63,75)"
jne 0xe9e1,"rgb(63,20,184)"
jmp 0xe9f9,"rgb(32,124,113)"
jne 0xe9ed,"rgb(227,48,101)"
jne 0xea08,"rgb(230,249,38)"
jmp 0xea16,"rgb(77,36,158)"
jne 0xea13,"rgb(253,213,199)"
[eax] edx,"rgb(219,155,194)"
0xc] bl,"rgb(137,219,104)"
cmp bl,"rgb(103,148,164)"
bl 1,"rgb(148,88,125)"
jne 0xeb8e,"rgb(59,237,115)"
je 0xeb8a,"rgb(70,211,55)"
jne 0xeb87,"rgb(110,190,14)"
jne 0xeb07,"rgb(91,191,39)"
jne 0xeaa4,"rgb(166,180,140)"
jne 0xea7c,"rgb(93,110,240)"
jne 0xea8e,"rgb(112,32,148)"
jmp 0xea9c,"rgb(249,176,119)"
jne 0xea99,"rgb(163,193,204)"
jne 0xeb77,"rgb(24,36,59)"
jne 0xeac3,"rgb(38,217,250)"
je 0xeb70,"rgb(86,25,135)"
jne 0xebbc,"rgb(218,158,39)"
jne 0xeaeb,"rgb(140,37,248)"
jne 0xeba4,"rgb(228,65,124)"
jmp 0xebb3,"rgb(66,11,15)"
jne 0xeb51,"rgb(92,184,35)"
jne 0xeb28,"rgb(172,30,204)"
jne 0xeb3a,"rgb(231,35,48)"
jmp 0xeb49,"rgb(225,229,179)"
jne 0xeb47,"rgb(135,129,229)"
jne 0xec1a,"rgb(167,255,2)"
jne 0xea42,"rgb(60,38,190)"
je 0xeb9b,"rgb(6,178,34)"
dec ecx,"rgb(146,23,136)"
jne 0xebb1,"rgb(140,97,22)"
[eax] edi,"rgb(107,119,254)"
jne 0xebe0,"rgb(156,243,51)"
jne 0xebfa,"rgb(63,14,11)"
jmp 0xeb87,"rgb(162,115,253)"
jne 0xec0d,"rgb(201,92,205)"
jne 0xec67,"rgb(97,85,254)"
jne 0xec3d,"rgb(100,242,37)"
jne 0xec52,"rgb(219,148,185)"
jmp 0xec60,"rgb(92,113,46)"
jne 0xec5d,"rgb(179,201,13)"
[edi] edx,"rgb(180,80,5)"
jne 0xec8a,"rgb(210,186,200)"
jne 0xeca8,"rgb(134,124,142)"
jne 0xecbe,"rgb(150,85,217)"
push 0x41315d,"rgb(173,195,212)"
jne 0xed3c,"rgb(173,232,131)"
jae 0xed2c,"rgb(163,122,211)"
jmp 0xed30,"rgb(207,247,103)"
je 0xed20,"rgb(214,31,152)"
jne 0xed50,"rgb(215,12,237)"
jb 0xed50,"rgb(132,245,212)"
jmp 0xed9e,"rgb(64,17,216)"
4] 0xccccccc,"rgb(135,117,208)"
je 0xedb9,"rgb(171,225,62)"
4] al,"rgb(209,101,14)"
jne 0xedf4,"rgb(61,252,229)"
je 0xedd4,"rgb(145,176,39)"
je 0xee46,"rgb(168,249,33)"
jne 0xee39,"rgb(13,64,101)"
je 0xee17,"rgb(55,88,227)"
je 0xee62,"rgb(185,182,138)"
push 0x41318d,"rgb(88,123,94)"
0x20] ebx,"rgb(5,207,164)"
jne 0xef1f,"rgb(228,114,254)"
[esi] edi,"rgb(65,181,56)"
cmovne edi,"rgb(51,88,24)"
ecx 0x2c,"rgb(93,61,122)"
jmp 0xd350,"rgb(226,58,23)"
ja 0xefcf,"rgb(119,131,235)"
call 0xf251,"rgb(122,244,104)"
call 0xf2b0,"rgb(79,128,146)"
call 0xf963,"rgb(47,59,16)"
ebx*2] ax,"rgb(83,177,40)"
jb 0xefc4,"rgb(170,78,172)"
eax [eax*2,"rgb(202,135,75)"
call 0x20a0,"rgb(223,171,46)"
leave,"rgb(31,225,35)"
push 0x4131b5,"rgb(125,79,53)"
ja 0xf071,"rgb(79,88,123)"
jne 0xf018,"rgb(183,2,131)"
jmp 0xf074,"rgb(98,115,14)"
movsx eax,"rgb(10,149,255)"
jmp 0xf05b,"rgb(255,216,181)"
call 0x11d62,"rgb(17,246,0)"
or dword,"rgb(245,159,60)"
je 0xf084,"rgb(255,252,61)"
and dword,"rgb(187,160,10)"
call 0x11d5c,"rgb(145,104,143)"
jne 0xf035,"rgb(140,79,178)"
ja 0xf0f9,"rgb(220,212,139)"
je 0xf0fc,"rgb(13,147,24)"
edx [ebx,"rgb(242,198,192)"
movzx esi,"rgb(57,213,171)"
esi word,"rgb(139,217,122)"
jmp 0xf0eb,"rgb(179,144,246)"
call 0x1008d,"rgb(167,22,69)"
je 0xf101,"rgb(200,77,211)"
call 0x1006b,"rgb(29,170,142)"
jne 0xf0cb,"rgb(61,187,160)"
sar esi,"rgb(27,203,148)"
jmp 0xf0fc,"rgb(222,76,48)"
call 0xf582,"rgb(152,213,7)"
eax 0x4131fb,"rgb(76,158,232)"
call 0x114b0,"rgb(35,220,146)"
je 0xf16b,"rgb(103,185,24)"
call 0xf6f5,"rgb(80,151,44)"
call 0x1148a,"rgb(113,36,171)"
jae 0xf1a2,"rgb(191,241,124)"
push 0x4144d0,"rgb(127,193,70)"
ecx 0x406490,"rgb(220,241,22)"
je 0xf24c,"rgb(73,57,145)"
jne 0xf1f8,"rgb(40,60,222)"
jmp 0xf24c,"rgb(101,242,1)"
je 0xf214,"rgb(212,18,239)"
jb 0xf214,"rgb(25,17,147)"
jmp 0xf24b,"rgb(98,74,138)"
jne 0xf230,"rgb(116,252,44)"
jmp 0xf23d,"rgb(64,20,103)"
jae 0xf248,"rgb(226,57,119)"
push 0x22,"rgb(226,52,24)"
ja 0xf27c,"rgb(47,117,165)"
cmovb ecx,"rgb(151,131,87)"
jmp 0xf27f,"rgb(30,162,86)"
jb 0xf29e,"rgb(65,61,249)"
ja 0xf2ca,"rgb(18,243,65)"
call 0x24d0,"rgb(150,163,147)"
eax 0x413235,"rgb(206,159,183)"
je 0xf527,"rgb(115,63,27)"
jne 0xf302,"rgb(114,36,8)"
jmp 0xf529,"rgb(137,187,29)"
jne 0xf38e,"rgb(226,52,236)"
[ebx] 3,"rgb(148,97,215)"
jne 0xf358,"rgb(222,190,90)"
call 0xfd6a,"rgb(254,204,117)"
call 0xf1be,"rgb(243,72,36)"
je 0xf383,"rgb(187,65,189)"
jmp 0xf527,"rgb(250,52,6)"
call 0xfcf1,"rgb(43,219,219)"
jmp 0xf349,"rgb(112,130,99)"
je 0xf39a,"rgb(248,2,251)"
[ebx] 2,"rgb(170,116,201)"
jne 0xf3ab,"rgb(54,7,31)"
je 0xf4ae,"rgb(255,71,39)"
[edi] 3,"rgb(45,7,168)"
je 0xf3d8,"rgb(94,88,41)"
jmp 0xf3de,"rgb(112,45,74)"
ecx [edi*2,"rgb(143,253,52)"
[edi*2 +,"rgb(230,47,199)"
je 0xf44e,"rgb(80,139,211)"
jmp 0xf45c,"rgb(64,158,114)"
je 0xf480,"rgb(222,173,231)"
call 0x2520,"rgb(20,225,207)"
je 0xf509,"rgb(167,102,110)"
jmp 0xf517,"rgb(153,205,51)"
call 0x3c00,"rgb(51,187,161)"
call 0x3c30,"rgb(151,235,240)"
+ edx*2],"rgb(158,233,207)"
edx*2] ax,"rgb(118,167,27)"
+ ecx*2,"rgb(126,149,143)"
ecx*2 +,"rgb(43,88,9)"
2] dx,"rgb(180,6,187)"
call 0xfe40,"rgb(232,157,161)"
eax 0x413252,"rgb(218,99,73)"
ptr [0x414214],"rgb(22,229,82)"
call 0xf5ba,"rgb(179,213,84)"
ja 0xf5f0,"rgb(179,191,77)"
jb 0xf5d5,"rgb(13,29,20)"
call 0xfca6,"rgb(230,57,226)"
edi*2] ax,"rgb(40,119,60)"
jmp 0xf600,"rgb(27,230,148)"
call 0xef58,"rgb(237,196,108)"
je 0xf6ed,"rgb(82,55,153)"
je 0xf69a,"rgb(105,119,48)"
jne 0xf6ec,"rgb(214,113,154)"
je 0xf68c,"rgb(79,218,247)"
pop edx,"rgb(44,212,219)"
mul edx,"rgb(92,193,39)"
seto cl,"rgb(142,238,114)"
call 0xfe77,"rgb(68,137,239)"
jmp 0xf6dd,"rgb(89,6,185)"
[esi] 3,"rgb(73,207,132)"
jmp 0xf6ec,"rgb(89,163,128)"
je 0xf6e2,"rgb(46,223,208)"
je 0xf778,"rgb(186,99,228)"
jne 0xf718,"rgb(229,55,255)"
call 0x11d98,"rgb(148,121,35)"
je 0xf75a,"rgb(210,30,25)"
jmp 0xf778,"rgb(10,134,99)"
eax] bl,"rgb(112,244,230)"
jne 0xf778,"rgb(200,23,41)"
call 0xff1f,"rgb(87,108,69)"
setne cl,"rgb(219,218,58)"
push 0x38,"rgb(74,69,127)"
eax 0x41327d,"rgb(13,66,29)"
jne 0xf7c7,"rgb(1,249,32)"
jne 0xf7dc,"rgb(87,19,162)"
jmp 0xf93f,"rgb(179,121,171)"
jne 0xf7d5,"rgb(216,66,75)"
jne 0xf7e4,"rgb(247,21,30)"
ja 0xf947,"rgb(41,155,189)"
je 0xf82f,"rgb(133,10,203)"
je 0xf8fe,"rgb(70,129,151)"
je 0xf8d8,"rgb(11,68,20)"
je 0xf870,"rgb(223,185,242)"
je 0xf83e,"rgb(105,189,154)"
cmovb edx,"rgb(42,129,159)"
cmovae edx,"rgb(133,127,106)"
je 0xf92a,"rgb(113,136,75)"
jne 0xf8be,"rgb(139,127,204)"
jmp 0xf933,"rgb(114,22,14)"
jne 0xf8a8,"rgb(63,34,99)"
call 0x100c3,"rgb(53,186,82)"
esi ax,"rgb(156,110,78)"
ax si,"rgb(30,69,189)"
0x24] 2,"rgb(210,6,73)"
jne 0xf8b8,"rgb(179,48,219)"
call 0x10396,"rgb(149,147,123)"
jmp 0xf87e,"rgb(240,112,217)"
je 0xf87e,"rgb(50,183,188)"
push 0x4144b8,"rgb(111,65,34)"
jmp 0xf95c,"rgb(131,97,252)"
jne 0xf8e8,"rgb(221,209,169)"
call 0x10125,"rgb(142,114,123)"
jne 0xf8f8,"rgb(45,35,235)"
call 0x10261,"rgb(61,38,191)"
jmp 0xf8bc,"rgb(126,9,124)"
jne 0xf911,"rgb(200,18,134)"
call 0x102cf,"rgb(242,112,102)"
jne 0xf924,"rgb(164,213,98)"
call 0x101f3,"rgb(138,182,205)"
push 0x4144a0,"rgb(157,162,145)"
push 0x41329a,"rgb(77,140,91)"
0x14] 0x10,"rgb(25,40,205)"
jb 0xf9ea,"rgb(171,247,224)"
call 0xefd5,"rgb(202,7,174)"
jb 0xfa4f,"rgb(224,41,132)"
call 0xf08b,"rgb(200,186,174)"
eax 0x4132cd,"rgb(138,90,244)"
call 0x114e4,"rgb(127,97,123)"
edi 0xffffffff,"rgb(244,133,152)"
jne 0xfb36,"rgb(219,187,246)"
jae 0xfb88,"rgb(71,150,215)"
jne 0xface,"rgb(61,128,172)"
call 0xf109,"rgb(15,31,225)"
call 0xfa12,"rgb(44,127,213)"
call 0xf282,"rgb(185,29,28)"
jmp 0xfb88,"rgb(144,11,237)"
call 0xc110,"rgb(151,169,53)"
call 0xf9ae,"rgb(175,210,123)"
jb 0xfb88,"rgb(46,178,177)"
0x48] ecx,"rgb(102,134,37)"
jb 0xfb2b,"rgb(220,114,185)"
call 0x1240,"rgb(32,168,106)"
call 0x1149f,"rgb(106,205,36)"
jbe 0xfbd8,"rgb(0,173,150)"
jae 0xfbd8,"rgb(200,146,114)"
jne 0xfbd7,"rgb(49,218,90)"
mov si,"rgb(218,151,165)"
si word,"rgb(214,221,2)"
ebx] si,"rgb(114,203,226)"
jb 0xfbb9,"rgb(205,60,118)"
[esi] 1,"rgb(143,161,1)"
je 0xfc10,"rgb(29,243,237)"
[esi] 2,"rgb(253,243,164)"
jne 0xfbfa,"rgb(189,198,50)"
je 0xfc0a,"rgb(53,73,94)"
jmp 0xfc0a,"rgb(233,175,111)"
jne 0xfc0a,"rgb(103,231,247)"
eax 0x419338,"rgb(19,84,206)"
je 0xfc49,"rgb(215,128,213)"
jne 0xfc39,"rgb(249,254,115)"
je 0xfc43,"rgb(182,249,136)"
jmp 0xfc43,"rgb(75,168,21)"
jne 0xfc43,"rgb(26,227,80)"
eax 0x41933c,"rgb(174,102,4)"
je 0xfc97,"rgb(204,66,161)"
jne 0xfc81,"rgb(102,85,50)"
je 0xfc91,"rgb(0,123,21)"
call 0xff50,"rgb(58,84,40)"
jne 0xfc91,"rgb(67,111,239)"
jmp 0xfc91,"rgb(20,201,21)"
eax 0x41330d,"rgb(12,163,101)"
jbe 0xfd62,"rgb(102,207,220)"
